pnr_id,remark_code,remark_text,remark_category,priority_level,created_date,resolved_date,status
PNR053,SSR,Pet travel confirmed,Special Service,Medium,2024-01-15T21:00:00,2024-01-15T21:30:00,Resolved
PNR054,SSR,Group booking confirmed,Special Service,Low,2024-01-15T21:15:00,2024-01-15T21:45:00,Resolved
PNR055,SSR,Gluten-free meal confirmed,Special Service,Medium,2024-01-15T21:30:00,2024-01-15T22:00:00,Resolved
PNR056,SSR,Standard meal confirmed,Special Service,Low,2024-01-15T21:45:00,2024-01-15T22:15:00,Resolved
PNR057,SSR,Vegetarian meal requested,Special Service,Medium,2024-01-15T22:00:00,2024-01-15T22:30:00,Resolved
PNR058,SSR,Wheelchair assistance needed,Special Service,High,2024-01-15T22:15:00,2024-01-15T22:45:00,Resolved
PNR059,SSR,Unaccompanied minor,Special Service,High,2024-01-15T22:30:00,2024-01-15T23:00:00,Resolved
PNR060,SSR,Pet travel approved,Special Service,Medium,2024-01-15T22:45:00,2024-01-15T23:15:00,Resolved
PNR061,SSR,Group booking special handling,Special Service,Low,2024-01-15T23:00:00,2024-01-15T23:30:00,Resolved
PNR062,SSR,Gluten-free meal requested,Special Service,Medium,2024-01-15T23:15:00,2024-01-15T23:45:00,Resolved
PNR063,SSR,Standard meal preference,Special Service,Low,2024-01-15T23:30:00,2024-01-16T00:00:00,Resolved
PNR064,SSR,Vegetarian meal confirmed,Special Service,Medium,2024-01-16T00:00:00,2024-01-16T00:30:00,Resolved
PNR065,SSR,Wheelchair assistance confirmed,Special Service,High,2024-01-16T00:15:00,2024-01-16T00:45:00,Resolved
PNR066,SSR,Unaccompanied minor confirmed,Special Service,High,2024-01-16T00:30:00,2024-01-16T01:00:00,Resolved
PNR067,SSR,Pet travel confirmed,Special Service,Medium,2024-01-16T00:45:00,2024-01-16T01:15:00,Resolved
PNR068,SSR,Group booking confirmed,Special Service,Low,2024-01-16T01:00:00,2024-01-16T01:30:00,Resolved
PNR069,SSR,Gluten-free meal confirmed,Special Service,Medium,2024-01-16T01:15:00,2024-01-16T01:45:00,Resolved
PNR070,SSR,Standard meal confirmed,Special Service,Low,2024-01-16T01:30:00,2024-01-16T02:00:00,Resolved
PNR071,SSR,Vegetarian meal requested,Special Service,Medium,2024-01-16T01:45:00,2024-01-16T02:15:00,Resolved
PNR072,SSR,Wheelchair assistance needed,Special Service,High,2024-01-16T02:00:00,2024-01-16T02:30:00,Resolved
PNR073,SSR,Unaccompanied minor,Special Service,High,2024-01-16T02:15:00,2024-01-16T02:45:00,Resolved
PNR074,SSR,Pet travel approved,Special Service,Medium,2024-01-16T02:30:00,2024-01-16T03:00:00,Resolved
PNR075,SSR,Group booking special handling,Special Service,Low,2024-01-16T02:45:00,2024-01-16T03:15:00,Resolved
PNR076,SSR,Gluten-free meal requested,Special Service,Medium,2024-01-16T03:00:00,2024-01-16T03:30:00,Resolved
PNR077,SSR,Standard meal preference,Special Service,Low,2024-01-16T03:15:00,2024-01-16T03:45:00,Resolved
PNR078,SSR,Vegetarian meal confirmed,Special Service,Medium,2024-01-16T03:30:00,2024-01-16T04:00:00,Resolved
PNR079,SSR,Wheelchair assistance confirmed,Special Service,High,2024-01-16T03:45:00,2024-01-16T04:15:00,Resolved
PNR080,SSR,Unaccompanied minor confirmed,Special Service,High,2024-01-16T04:00:00,2024-01-16T04:30:00,Resolved
PNR081,SSR,Pet travel confirmed,Special Service,Medium,2024-01-16T04:15:00,2024-01-16T04:45:00,Resolved
PNR082,SSR,Group booking confirmed,Special Service,Low,2024-01-16T04:30:00,2024-01-16T05:00:00,Resolved
PNR083,SSR,Gluten-free meal confirmed,Special Service,Medium,2024-01-16T04:45:00,2024-01-16T05:15:00,Resolved
PNR084,SSR,Standard meal confirmed,Special Service,Low,2024-01-16T05:00:00,2024-01-16T05:30:00,Resolved
PNR085,SSR,Vegetarian meal requested,Special Service,Medium,2024-01-16T05:15:00,2024-01-16T05:45:00,Resolved
PNR086,SSR,Wheelchair assistance needed,Special Service,High,2024-01-16T05:30:00,2024-01-16T06:00:00,Resolved
PNR087,SSR,Unaccompanied minor,Special Service,High,2024-01-16T05:45:00,2024-01-16T06:15:00,Resolved
PNR088,SSR,Pet travel approved,Special Service,Medium,2024-01-16T06:00:00,2024-01-16T06:30:00,Resolved
PNR089,SSR,Group booking special handling,Special Service,Low,2024-01-16T06:15:00,2024-01-16T06:45:00,Resolved
PNR090,SSR,Gluten-free meal requested,Special Service,Medium,2024-01-16T06:30:00,2024-01-16T07:00:00,Resolved
PNR091,SSR,Standard meal preference,Special Service,Low,2024-01-16T06:45:00,2024-01-16T07:15:00,Resolved
PNR092,SSR,Vegetarian meal confirmed,Special Service,Medium,2024-01-16T07:00:00,2024-01-16T07:30:00,Resolved
PNR093,SSR,Wheelchair assistance confirmed,Special Service,High,2024-01-16T07:15:00,2024-01-16T07:45:00,Resolved
PNR094,SSR,Unaccompanied minor confirmed,Special Service,High,2024-01-16T07:30:00,2024-01-16T08:00:00,Resolved
PNR095,SSR,Pet travel confirmed,Special Service,Medium,2024-01-16T07:45:00,2024-01-16T08:15:00,Resolved
PNR096,SSR,Group booking confirmed,Special Service,Low,2024-01-16T08:00:00,2024-01-16T08:30:00,Resolved
PNR097,SSR,Gluten-free meal confirmed,Special Service,Medium,2024-01-16T08:15:00,2024-01-16T08:45:00,Resolved
PNR098,SSR,Standard meal confirmed,Special Service,Low,2024-01-16T08:30:00,2024-01-16T09:00:00,Resolved
PNR099,SSR,Vegetarian meal requested,Special Service,Medium,2024-01-16T08:45:00,2024-01-16T09:15:00,Resolved
PNR100,SSR,Wheelchair assistance needed,Special Service,High,2024-01-16T09:00:00,2024-01-16T09:30:00,Resolved
