pnr_id,remark_code,remark_text,remark_category,priority_level,created_date,resolved_date,status
PNR00035,SSR,Special baggage: musical instrument,Special Service,Low,2024-01-15T04:55:00,2024-01-15T05:28:00,Pending
PNR00035,SSR,Oxygen equipment required,Special Service,High,2024-01-15T06:29:00,2024-01-15T06:43:00,Resolved
PNR00036,SSR,Special baggage: musical instrument,Special Service,Low,2024-01-15T04:30:00,2024-01-15T06:26:00,Resolved
PNR00036,SSR,Special baggage: musical instrument,Special Service,High,2024-01-15T05:18:00,2024-01-15T05:53:00,Resolved
PNR00036,SSR,Wheelchair assistance needed,Special Service,Medium,2024-01-15T07:12:00,2024-01-15T08:28:00,Resolved
PNR00037,SSR,Stretcher case,Special Service,Low,2024-01-15T06:56:00,2024-01-15T07:58:00,Resolved
PNR00037,SSR,Wheelchair assistance confirmed,Special Service,Low,2024-01-15T08:02:00,2024-01-15T08:28:00,Resolved
PNR00039,SSR,Wheelchair assistance confirmed,Special Service,High,2024-01-15T05:15:00,2024-01-15T05:43:00,Resolved
PNR00039,SSR,Unaccompanied minor,Special Service,Medium,2024-01-15T05:34:00,2024-01-15T05:51:00,Resolved
PNR00039,SSR,Standard meal confirmed,Special Service,High,2024-01-15T08:01:00,2024-01-15T08:17:00,Resolved
PNR00040,SSR,Pet travel approved,Special Service,High,2024-01-15T07:06:00,2024-01-15T08:02:00,Resolved
PNR00040,SSR,Group booking confirmed,Special Service,Medium,2024-01-15T05:32:00,2024-01-15T06:52:00,Resolved
PNR00041,SSR,Extra legroom requested,Special Service,High,2024-01-15T05:33:00,2024-01-15T07:32:00,Resolved
PNR00041,SSR,Special baggage: musical instrument,Special Service,High,2024-01-15T07:46:00,2024-01-15T09:03:00,Resolved
PNR00042,SSR,Service animal onboard,Special Service,High,2024-01-15T12:42:00,2024-01-15T14:42:00,Resolved
PNR00042,SSR,Standard meal confirmed,Special Service,Low,2024-01-15T12:24:00,2024-01-15T13:42:00,Resolved
PNR00043,SSR,Oxygen equipment required,Special Service,Medium,2024-01-15T15:03:00,2024-01-15T17:02:00,Resolved
PNR00046,SSR,Gluten-free meal confirmed,Special Service,Medium,2024-01-15T03:36:00,2024-01-15T04:13:00,Resolved
PNR00048,SSR,Wheelchair assistance confirmed,Special Service,High,2024-01-15T06:38:00,2024-01-15T07:02:00,Resolved
PNR00048,SSR,Bassinet seat requested,Special Service,Medium,2024-01-15T03:36:00,2024-01-15T05:20:00,Resolved
PNR00048,SSR,Unaccompanied minor,Special Service,High,2024-01-15T03:44:00,2024-01-15T04:00:00,Pending
PNR00049,SSR,Oxygen equipment required,Special Service,Medium,2024-01-15T19:27:00,2024-01-15T21:02:00,Resolved
PNR00051,SSR,Deaf/hard of hearing passenger,Special Service,Medium,2024-01-15T16:57:00,2024-01-15T18:07:00,Resolved
PNR00051,SSR,Oxygen equipment required,Special Service,Low,2024-01-15T19:29:00,2024-01-15T20:03:00,Resolved
PNR00052,SSR,Service animal onboard,Special Service,Low,2024-01-15T16:09:00,2024-01-15T17:20:00,Resolved
PNR00052,SSR,Stretcher case,Special Service,High,2024-01-15T16:41:00,2024-01-15T16:51:00,Resolved
PNR00052,SSR,Standard meal preference,Special Service,Low,2024-01-15T18:23:00,2024-01-15T18:58:00,Resolved
PNR00054,SSR,Medical assistance required,Special Service,Medium,2024-01-15T16:56:00,2024-01-15T18:09:00,Pending
PNR00055,SSR,Special baggage: musical instrument,Special Service,High,2024-01-15T02:24:00,2024-01-15T03:36:00,Resolved
PNR00055,SSR,Bassinet seat requested,Special Service,Low,2024-01-15T02:41:00,2024-01-15T03:11:00,Pending
PNR00056,SSR,Stretcher case,Special Service,High,2024-01-15T03:23:00,2024-01-15T03:33:00,Resolved
PNR00056,SSR,Wheelchair assistance needed,Special Service,Medium,2024-01-15T04:23:00,2024-01-15T05:23:00,Pending
PNR00056,SSR,Stretcher case,Special Service,Low,2024-01-15T01:08:00,2024-01-15T01:19:00,Resolved
PNR00058,SSR,Extra legroom requested,Special Service,Low,2024-01-15T01:49:00,2024-01-15T03:02:00,Resolved
PNR00058,SSR,Vegetarian meal confirmed,Special Service,Low,2024-01-15T01:49:00,2024-01-15T02:15:00,Resolved
PNR00059,SSR,Special baggage: musical instrument,Special Service,Medium,2024-01-15T00:04:00,2024-01-15T01:18:00,Resolved
PNR00059,SSR,Pet travel approved,Special Service,High,2024-01-15T04:29:00,2024-01-15T05:56:00,Resolved
PNR00059,SSR,Gluten-free meal confirmed,Special Service,Medium,2024-01-15T02:11:00,2024-01-15T03:54:00,Resolved
PNR00060,SSR,Standard meal confirmed,Special Service,High,2024-01-15T00:43:00,2024-01-15T02:16:00,Resolved
PNR00060,SSR,Stretcher case,Special Service,Low,2024-01-15T02:01:00,2024-01-15T03:22:00,Resolved
PNR00060,SSR,Wheelchair assistance confirmed,Special Service,Medium,2024-01-15T03:02:00,2024-01-15T03:58:00,Pending
PNR00061,SSR,Vegetarian meal confirmed,Special Service,Low,2024-01-15T03:26:00,2024-01-15T05:01:00,Resolved
PNR00061,SSR,Unaccompanied minor confirmed,Special Service,Medium,2024-01-15T01:46:00,2024-01-15T02:15:00,Resolved
PNR00062,SSR,Pet travel confirmed,Special Service,Low,2024-01-15T03:45:00,2024-01-15T04:10:00,Resolved
PNR00063,SSR,Group booking special handling,Special Service,Medium,2024-01-15T17:10:00,2024-01-15T18:15:00,Resolved
PNR00064,SSR,Wheelchair assistance confirmed,Special Service,Medium,2024-01-15T14:42:00,2024-01-15T15:33:00,Resolved
PNR00064,SSR,Wheelchair assistance confirmed,Special Service,High,2024-01-15T13:20:00,2024-01-15T14:53:00,Pending
PNR00065,SSR,Gluten-free meal requested,Special Service,High,2024-01-15T13:32:00,2024-01-15T15:32:00,Resolved
PNR00066,SSR,Stretcher case,Special Service,Low,2024-01-15T16:32:00,2024-01-15T17:59:00,Resolved
PNR00066,SSR,Extra legroom requested,Special Service,Medium,2024-01-15T16:12:00,2024-01-15T16:27:00,Resolved
PNR00067,SSR,Pet travel confirmed,Special Service,High,2024-01-15T12:58:00,2024-01-15T14:16:00,Resolved
PNR00067,SSR,Vegetarian meal requested,Special Service,High,2024-01-15T17:01:00,2024-01-15T17:56:00,Resolved
PNR00067,SSR,Wheelchair assistance confirmed,Special Service,Medium,2024-01-15T14:22:00,2024-01-15T15:42:00,Resolved
PNR00068,SSR,Bassinet seat requested,Special Service,Low,2024-01-15T13:00:00,2024-01-15T13:12:00,Resolved
PNR00070,SSR,Vegetarian meal confirmed,Special Service,Medium,2024-01-15T10:52:00,2024-01-15T11:26:00,Resolved
PNR00071,SSR,Gluten-free meal requested,Special Service,Medium,2024-01-15T12:30:00,2024-01-15T14:06:00,Resolved
PNR00071,SSR,Deaf/hard of hearing passenger,Special Service,High,2024-01-15T09:02:00,2024-01-15T09:56:00,Resolved
PNR00072,SSR,Deaf/hard of hearing passenger,Special Service,Low,2024-01-15T09:37:00,2024-01-15T10:49:00,Resolved
PNR00073,SSR,Bassinet seat requested,Special Service,Low,2024-01-15T09:53:00,2024-01-15T11:47:00,Resolved
PNR00073,SSR,Unaccompanied minor confirmed,Special Service,Medium,2024-01-15T12:24:00,2024-01-15T13:00:00,Resolved
PNR00074,SSR,Standard meal preference,Special Service,High,2024-01-15T10:17:00,2024-01-15T10:34:00,Resolved
PNR00074,SSR,Gluten-free meal requested,Special Service,Low,2024-01-15T08:17:00,2024-01-15T09:27:00,Resolved
PNR00077,SSR,Unaccompanied minor,Special Service,High,2024-01-15T14:46:00,2024-01-15T15:38:00,Pending
PNR00077,SSR,Extra legroom requested,Special Service,Medium,2024-01-15T15:28:00,2024-01-15T16:49:00,Resolved
PNR00078,SSR,Pet travel confirmed,Special Service,Low,2024-01-15T13:53:00,2024-01-15T14:21:00,Resolved
PNR00078,SSR,Oxygen equipment required,Special Service,Low,2024-01-15T17:38:00,2024-01-15T19:25:00,Resolved
PNR00079,SSR,Medical assistance required,Special Service,Medium,2024-01-15T16:19:00,2024-01-15T18:14:00,Resolved
PNR00080,SSR,Special baggage: musical instrument,Special Service,Low,2024-01-15T15:36:00,2024-01-15T16:12:00,Resolved
PNR00080,SSR,Gluten-free meal requested,Special Service,Medium,2024-01-15T17:56:00,2024-01-15T18:45:00,Resolved
PNR00080,SSR,Gluten-free meal requested,Special Service,Medium,2024-01-15T16:50:00,2024-01-15T18:27:00,Resolved
PNR00081,SSR,Wheelchair assistance confirmed,Special Service,Low,2024-01-15T17:44:00,2024-01-15T18:56:00,Pending
PNR00081,SSR,Oxygen equipment required,Special Service,Medium,2024-01-15T17:39:00,2024-01-15T18:10:00,Resolved
PNR00081,SSR,Special baggage: musical instrument,Special Service,Medium,2024-01-15T16:19:00,2024-01-15T17:09:00,Resolved
PNR00083,SSR,Bassinet seat requested,Special Service,Medium,2024-01-15T07:13:00,2024-01-15T07:26:00,Resolved
PNR00083,SSR,Pet travel confirmed,Special Service,Low,2024-01-15T03:33:00,2024-01-15T04:23:00,Resolved
PNR00083,SSR,Group booking special handling,Special Service,High,2024-01-15T03:31:00,2024-01-15T04:06:00,Pending
PNR00086,SSR,Bassinet seat requested,Special Service,High,2024-01-15T03:09:00,2024-01-15T03:42:00,Resolved
PNR00086,SSR,Bassinet seat requested,Special Service,Medium,2024-01-15T05:24:00,2024-01-15T07:15:00,Resolved
PNR00087,SSR,Service animal onboard,Special Service,Low,2024-01-15T04:09:00,2024-01-15T05:51:00,Resolved
PNR00087,SSR,Pet travel confirmed,Special Service,Low,2024-01-15T07:24:00,2024-01-15T08:03:00,Resolved
PNR00087,SSR,Wheelchair assistance confirmed,Special Service,High,2024-01-15T03:20:00,2024-01-15T03:50:00,Pending
PNR00088,SSR,Unaccompanied minor,Special Service,Low,2024-01-15T04:07:00,2024-01-15T05:09:00,Resolved
PNR00090,SSR,Group booking confirmed,Special Service,Medium,2024-01-15T04:25:00,2024-01-15T06:09:00,Resolved
PNR00091,SSR,Vegetarian meal confirmed,Special Service,High,2024-01-15T04:32:00,2024-01-15T05:30:00,Resolved
PNR00092,SSR,Wheelchair assistance needed,Special Service,Medium,2024-01-15T01:31:00,2024-01-15T02:26:00,Resolved
PNR00093,SSR,Medical assistance required,Special Service,Low,2024-01-15T01:52:00,2024-01-15T02:37:00,Resolved
PNR00095,SSR,Gluten-free meal requested,Special Service,Medium,2024-01-15T16:12:00,2024-01-15T16:54:00,Resolved
PNR00095,SSR,Bassinet seat requested,Special Service,Low,2024-01-15T16:52:00,2024-01-15T18:09:00,Resolved
PNR00095,SSR,Extra legroom requested,Special Service,High,2024-01-15T18:23:00,2024-01-15T19:55:00,Resolved
PNR00096,SSR,Special baggage: musical instrument,Special Service,Low,2024-01-15T19:22:00,2024-01-15T21:14:00,Resolved
PNR00096,SSR,Unaccompanied minor confirmed,Special Service,High,2024-01-15T16:24:00,2024-01-15T18:21:00,Resolved
PNR00097,SSR,Wheelchair assistance needed,Special Service,Low,2024-01-15T15:50:00,2024-01-15T17:11:00,Resolved
PNR00097,SSR,Standard meal confirmed,Special Service,Medium,2024-01-15T15:44:00,2024-01-15T16:43:00,Resolved
PNR00098,SSR,Pet travel approved,Special Service,Medium,2024-01-15T17:29:00,2024-01-15T17:52:00,Resolved
PNR00099,SSR,Deaf/hard of hearing passenger,Special Service,Medium,2024-01-15T19:36:00,2024-01-15T20:33:00,Pending
PNR00099,SSR,Pet travel confirmed,Special Service,Medium,2024-01-15T15:34:00,2024-01-15T17:16:00,Resolved
PNR00099,SSR,Vegetarian meal requested,Special Service,Medium,2024-01-15T17:03:00,2024-01-15T18:24:00,Resolved
PNR00100,SSR,Deaf/hard of hearing passenger,Special Service,High,2024-01-15T05:57:00,2024-01-15T07:07:00,Resolved
PNR00100,SSR,Oxygen equipment required,Special Service,High,2024-01-15T04:56:00,2024-01-15T06:50:00,Resolved
PNR00101,SSR,Group booking special handling,Special Service,Low,2024-01-15T05:03:00,2024-01-15T05:31:00,Resolved
PNR00103,SSR,Medical assistance required,Special Service,Low,2024-01-15T04:32:00,2024-01-15T04:46:00,Resolved
PNR00103,SSR,Extra legroom requested,Special Service,High,2024-01-15T01:46:00,2024-01-15T03:46:00,Resolved
PNR00103,SSR,Deaf/hard of hearing passenger,Special Service,Medium,2024-01-15T03:56:00,2024-01-15T05:55:00,Resolved
PNR00104,SSR,Vegetarian meal confirmed,Special Service,Medium,2024-01-15T02:48:00,2024-01-15T03:04:00,Pending
PNR00104,SSR,Vegetarian meal confirmed,Special Service,High,2024-01-15T05:19:00,2024-01-15T06:54:00,Pending
PNR00104,SSR,Gluten-free meal confirmed,Special Service,High,2024-01-15T01:53:00,2024-01-15T02:36:00,Resolved
PNR00105,SSR,Standard meal preference,Special Service,Low,2024-01-15T03:24:00,2024-01-15T04:29:00,Resolved
PNR00107,SSR,Stretcher case,Special Service,High,2024-01-15T07:55:00,2024-01-15T08:26:00,Resolved
PNR00107,SSR,Standard meal confirmed,Special Service,Low,2024-01-15T09:24:00,2024-01-15T10:09:00,Resolved
PNR00108,SSR,Standard meal confirmed,Special Service,Medium,2024-01-15T07:32:00,2024-01-15T08:33:00,Resolved
PNR00111,SSR,Medical assistance required,Special Service,Low,2024-01-16T05:05:00,2024-01-16T05:39:00,Resolved
PNR00111,SSR,Vegetarian meal confirmed,Special Service,Low,2024-01-16T05:44:00,2024-01-16T06:08:00,Resolved
PNR00112,SSR,Pet travel confirmed,Special Service,Low,2024-01-16T05:52:00,2024-01-16T06:50:00,Resolved
PNR00112,SSR,Medical assistance required,Special Service,Medium,2024-01-16T08:01:00,2024-01-16T09:30:00,Resolved
PNR00113,SSR,Vegetarian meal requested,Special Service,Low,2024-01-16T05:00:00,2024-01-16T05:21:00,Resolved
PNR00114,SSR,Gluten-free meal requested,Special Service,Medium,2024-01-16T08:35:00,2024-01-16T08:53:00,Resolved
PNR00114,SSR,Special baggage: musical instrument,Special Service,Medium,2024-01-16T05:59:00,2024-01-16T07:52:00,Resolved
PNR00114,SSR,Unaccompanied minor confirmed,Special Service,Medium,2024-01-16T08:10:00,2024-01-16T08:57:00,Resolved
PNR00116,SSR,Standard meal confirmed,Special Service,High,2024-01-16T07:28:00,2024-01-16T09:10:00,Pending
PNR00117,SSR,Bassinet seat requested,Special Service,High,2024-01-16T05:57:00,2024-01-16T07:40:00,Resolved
PNR00117,SSR,Special baggage: musical instrument,Special Service,High,2024-01-16T08:30:00,2024-01-16T09:25:00,Resolved
PNR00118,SSR,Standard meal confirmed,Special Service,Low,2024-01-16T13:47:00,2024-01-16T14:42:00,Pending
PNR00118,SSR,Pet travel approved,Special Service,High,2024-01-16T15:03:00,2024-01-16T15:55:00,Resolved
PNR00119,SSR,Gluten-free meal requested,Special Service,Low,2024-01-16T12:56:00,2024-01-16T14:11:00,Pending
PNR00119,SSR,Unaccompanied minor confirmed,Special Service,Low,2024-01-16T11:30:00,2024-01-16T13:11:00,Resolved
PNR00120,SSR,Vegetarian meal confirmed,Special Service,Medium,2024-01-16T15:05:00,2024-01-16T15:20:00,Resolved
PNR00120,SSR,Standard meal confirmed,Special Service,Medium,2024-01-16T15:01:00,2024-01-16T16:48:00,Resolved
PNR00121,SSR,Vegetarian meal requested,Special Service,Medium,2024-01-16T12:13:00,2024-01-16T13:39:00,Resolved
PNR00121,SSR,Stretcher case,Special Service,Medium,2024-01-16T13:55:00,2024-01-16T15:55:00,Resolved
PNR00121,SSR,Service animal onboard,Special Service,High,2024-01-16T12:29:00,2024-01-16T14:24:00,Resolved
PNR00122,SSR,Oxygen equipment required,Special Service,High,2024-01-16T15:01:00,2024-01-16T16:58:00,Resolved
PNR00122,SSR,Gluten-free meal confirmed,Special Service,Medium,2024-01-16T11:29:00,2024-01-16T12:41:00,Resolved
PNR00122,SSR,Deaf/hard of hearing passenger,Special Service,Low,2024-01-16T14:40:00,2024-01-16T16:26:00,Resolved
PNR00123,SSR,Unaccompanied minor confirmed,Special Service,High,2024-01-16T12:02:00,2024-01-16T13:00:00,Resolved
PNR00124,SSR,Unaccompanied minor confirmed,Special Service,Low,2024-01-16T06:46:00,2024-01-16T08:08:00,Resolved
PNR00124,SSR,Gluten-free meal confirmed,Special Service,High,2024-01-16T06:51:00,2024-01-16T08:24:00,Resolved
PNR00126,SSR,Group booking confirmed,Special Service,Medium,2024-01-16T07:17:00,2024-01-16T08:43:00,Resolved
PNR00126,SSR,Gluten-free meal confirmed,Special Service,Medium,2024-01-16T08:00:00,2024-01-16T08:22:00,Resolved
PNR00127,SSR,Stretcher case,Special Service,Low,2024-01-16T06:43:00,2024-01-16T07:48:00,Resolved
PNR00127,SSR,Group booking confirmed,Special Service,Low,2024-01-16T05:24:00,2024-01-16T07:18:00,Resolved
PNR00127,SSR,Wheelchair assistance confirmed,Special Service,High,2024-01-16T07:46:00,2024-01-16T09:26:00,Resolved
PNR00128,SSR,Deaf/hard of hearing passenger,Special Service,Medium,2024-01-16T08:43:00,2024-01-16T09:57:00,Resolved
PNR00128,SSR,Service animal onboard,Special Service,Medium,2024-01-16T06:51:00,2024-01-16T07:39:00,Resolved
PNR00128,SSR,Gluten-free meal confirmed,Special Service,Low,2024-01-16T05:52:00,2024-01-16T07:51:00,Resolved
PNR00129,SSR,Wheelchair assistance confirmed,Special Service,Medium,2024-01-16T07:06:00,2024-01-16T08:12:00,Resolved
PNR00130,SSR,Gluten-free meal confirmed,Special Service,Medium,2024-01-16T12:21:00,2024-01-16T14:05:00,Resolved
PNR00130,SSR,Vegetarian meal confirmed,Special Service,Medium,2024-01-16T10:20:00,2024-01-16T10:48:00,Resolved
PNR00132,SSR,Stretcher case,Special Service,High,2024-01-16T13:08:00,2024-01-16T13:40:00,Resolved
PNR00133,SSR,Vegetarian meal confirmed,Special Service,Medium,2024-01-16T11:08:00,2024-01-16T11:25:00,Pending
PNR00133,SSR,Special baggage: musical instrument,Special Service,Low,2024-01-16T10:26:00,2024-01-16T11:40:00,Resolved
PNR00133,SSR,Medical assistance required,Special Service,Low,2024-01-16T12:02:00,2024-01-16T13:03:00,Resolved
PNR00134,SSR,Deaf/hard of hearing passenger,Special Service,Medium,2024-01-16T11:37:00,2024-01-16T12:18:00,Pending
PNR00135,SSR,Vegetarian meal requested,Special Service,Low,2024-01-16T12:56:00,2024-01-16T14:11:00,Resolved
PNR00136,SSR,Gluten-free meal requested,Special Service,Low,2024-01-16T10:56:00,2024-01-16T11:20:00,Resolved
PNR00136,SSR,Pet travel approved,Special Service,High,2024-01-16T11:13:00,2024-01-16T12:11:00,Resolved
PNR00137,SSR,Unaccompanied minor confirmed,Special Service,Medium,2024-01-16T14:22:00,2024-01-16T15:51:00,Resolved
PNR00138,SSR,Standard meal confirmed,Special Service,High,2024-01-16T14:43:00,2024-01-16T15:48:00,Resolved
PNR00138,SSR,Medical assistance required,Special Service,Medium,2024-01-16T12:22:00,2024-01-16T12:41:00,Resolved
PNR00138,SSR,Vegetarian meal confirmed,Special Service,High,2024-01-16T13:52:00,2024-01-16T14:44:00,Resolved
PNR00143,SSR,Bassinet seat requested,Special Service,Low,2024-01-16T14:46:00,2024-01-16T15:08:00,Resolved
PNR00146,SSR,Gluten-free meal requested,Special Service,Medium,2024-01-16T02:45:00,2024-01-16T04:40:00,Resolved
PNR00148,SSR,Special baggage: musical instrument,Special Service,Medium,2024-01-16T00:34:00,2024-01-16T01:01:00,Resolved
PNR00148,SSR,Medical assistance required,Special Service,Low,2024-01-16T01:31:00,2024-01-16T03:09:00,Resolved
PNR00148,SSR,Wheelchair assistance confirmed,Special Service,Low,2024-01-16T04:32:00,2024-01-16T05:55:00,Resolved
PNR00149,SSR,Wheelchair assistance needed,Special Service,High,2024-01-16T01:09:00,2024-01-16T03:02:00,Resolved
PNR00150,SSR,Medical assistance required,Special Service,Medium,2024-01-16T12:01:00,2024-01-16T13:43:00,Resolved
PNR00150,SSR,Deaf/hard of hearing passenger,Special Service,Medium,2024-01-16T10:43:00,2024-01-16T12:12:00,Pending
PNR00151,SSR,Gluten-free meal requested,Special Service,Medium,2024-01-16T09:05:00,2024-01-16T10:47:00,Resolved
PNR00151,SSR,Group booking confirmed,Special Service,High,2024-01-16T10:12:00,2024-01-16T12:10:00,Resolved
PNR00153,SSR,Group booking special handling,Special Service,High,2024-01-16T11:06:00,2024-01-16T11:56:00,Resolved
PNR00153,SSR,Gluten-free meal confirmed,Special Service,Low,2024-01-16T10:14:00,2024-01-16T10:46:00,Resolved
PNR00153,SSR,Gluten-free meal requested,Special Service,Low,2024-01-16T09:31:00,2024-01-16T10:28:00,Resolved
PNR00155,SSR,Unaccompanied minor,Special Service,Low,2024-01-16T08:55:00,2024-01-16T09:11:00,Resolved
PNR00156,SSR,Stretcher case,Special Service,High,2024-01-16T12:51:00,2024-01-16T14:06:00,Resolved
PNR00157,SSR,Deaf/hard of hearing passenger,Special Service,Medium,2024-01-16T01:25:00,2024-01-16T01:41:00,Resolved
PNR00157,SSR,Wheelchair assistance needed,Special Service,High,2024-01-16T04:13:00,2024-01-16T04:40:00,Resolved
PNR00158,SSR,Bassinet seat requested,Special Service,Medium,2024-01-16T02:10:00,2024-01-16T03:57:00,Resolved
PNR00158,SSR,Vegetarian meal requested,Special Service,High,2024-01-16T02:10:00,2024-01-16T02:45:00,Resolved
PNR00158,SSR,Standard meal confirmed,Special Service,High,2024-01-16T02:43:00,2024-01-16T04:03:00,Resolved
PNR00160,SSR,Group booking confirmed,Special Service,Low,2024-01-16T03:19:00,2024-01-16T03:38:00,Resolved
PNR00160,SSR,Pet travel approved,Special Service,Low,2024-01-16T03:42:00,2024-01-16T04:12:00,Resolved
PNR00160,SSR,Standard meal preference,Special Service,Medium,2024-01-16T05:11:00,2024-01-16T05:44:00,Resolved
PNR00161,SSR,Service animal onboard,Special Service,Low,2024-01-16T04:27:00,2024-01-16T06:06:00,Resolved
PNR00163,SSR,Extra legroom requested,Special Service,Low,2024-01-16T11:41:00,2024-01-16T12:37:00,Resolved
PNR00163,SSR,Unaccompanied minor confirmed,Special Service,High,2024-01-16T10:00:00,2024-01-16T11:42:00,Resolved
PNR00164,SSR,Wheelchair assistance confirmed,Special Service,High,2024-01-16T13:41:00,2024-01-16T14:32:00,Resolved
PNR00164,SSR,Service animal onboard,Special Service,Medium,2024-01-16T12:35:00,2024-01-16T14:28:00,Resolved
PNR00164,SSR,Deaf/hard of hearing passenger,Special Service,Medium,2024-01-16T10:35:00,2024-01-16T11:28:00,Resolved
PNR00165,SSR,Oxygen equipment required,Special Service,Low,2024-01-16T00:28:00,2024-01-16T01:06:00,Resolved
